Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK
2312,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25,1999,15,11,1023,11.4,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.8,8,68,3,0.09,0.07,8,4,50,0.7,0.35,0.13,0.25,8.1,0
2313,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0,0.41,3,1,33.3,5.87,1.96,0,0,22.1,0
2314,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31,1992,13,9,797,8.9,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.1,7,24,1,0,0.12,5,2,40,0.56,0.23,0,0,9.8,0
2315,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22,2002,31,7,1169,13,2,1,3,2,0,0,3,0,2,2,2.9,4.9,54,92,99,0.23,0.37,33,12,36.4,2.54,0.92,0.06,0.17,19.6,3
2316,Diadie SamassAkou,ml MLI,MF,Hoffenheim,de Bundesliga,28,1996,8,6,290,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,11,2,0,0.02,3,1,33.3,0.93,0.31,0,0,25.7,0
2318,Mama Samba BaldA,gw GNB,FW,Brest,fr Ligue 1,28,1995,27,12,1149,12.8,2,3,5,2,0,0,4,0,3,3,2.1,5.1,35,22,100,0.39,0.4,29,8,27.6,2.27,0.63,0.07,0.25,15.8,0
2321,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24,1999,22,16,1471,16.3,0,2,2,0,0,0,4,0,0.9,0.9,1,1.9,24,93,20,0.12,0.12,13,5,38.5,0.8,0.31,0,0,19.8,0
2322,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27,1996,17,2,387,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,21,20,0,0.16,10,1,10,2.33,0.23,0,0,25.5,4
2323,Chuky san jose,es ESP,MF,Valladolid,es La Liga,20,2004,18,9,728,8.1,2,0,2,2,0,0,1,0,2.2,2.2,1.2,3.4,6,15,27,0.25,0.42,16,7,43.8,1.98,0.87,0.13,0.29,19.3,0
2324,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28,1996,26,16,1318,14.6,2,1,3,2,0,1,2,0,2.9,2.1,0.5,2.6,6,18,54,0.2,0.23,18,4,22.2,1.23,0.27,0.11,0.5,15.1,0
2325,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24,2000,29,19,1620,18,15,1,16,12,3,3,2,0,9.7,7.3,1.9,9.2,52,90,115,0.72,0.64,47,17,36.2,2.61,0.94,0.26,0.71,16.7,1
2327,Antonio SAnchez,es ESP,"MF,DF",Mallorca,es La Liga,27,1997,33,12,1395,15.5,0,0,0,0,0,0,3,0,1.1,1.1,0.6,1.7,18,38,53,0,0.11,17,2,11.8,1.1,0.13,0,0,19.3,0
2328,IvAn SAnchez,es ESP,"MF,FW",Valladolid,es La Liga,31,1992,32,11,1404,15.6,2,1,3,2,0,0,4,0,0.7,0.7,2.9,3.5,60,77,93,0.19,0.23,15,5,33.3,0.96,0.32,0.13,0.4,21.1,2
2329,Javi SAnchez,es ESP,DF,Valladolid,es La Liga,27,1997,25,25,2026,22.5,2,0,2,2,0,0,6,0,0.5,0.5,0.3,0.8,4,34,4,0.09,0.03,11,5,45.5,0.49,0.22,0.18,0.4,23.5,5
2330,Juanlu SAnchez,es ESP,"MF,DF",Sevilla,es La Liga,20,2003,32,18,1722,19.1,4,4,8,4,0,0,6,1,2.1,2.1,2.8,5,44,68,83,0.42,0.26,13,6,46.2,0.68,0.31,0.31,0.67,12.1,0
2331,Manu SAnchez,es ESP,DF,Alaves,es La Liga,23,2000,33,30,2634,29.3,1,0,1,1,0,0,6,1,1.7,1.7,1.2,2.9,47,78,97,0.03,0.1,12,2,16.7,0.41,0.07,0.08,0.5,16.7,0
2333,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24,2000,31,19,1764,19.6,3,4,7,3,0,0,2,0,2.2,2.2,3.7,5.8,102,90,225,0.36,0.3,24,8,33.3,1.22,0.41,0.13,0.38,15.1,0
2334,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26,1998,27,16,1400,15.6,1,0,1,1,0,0,2,0,1.2,1.2,0.6,1.8,16,60,29,0.06,0.12,18,7,38.9,1.16,0.45,0.06,0.14,21.1,0
2336,Leroy SanA,de GER,FW,Bayern Munich,de Bundesliga,28,1996,30,17,1637,18.2,11,5,16,11,0,0,2,0,10.2,10.2,5.5,15.8,75,64,266,0.88,0.87,67,29,43.3,3.68,1.59,0.16,0.38,16.6,2
2337,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22,2002,16,16,1244,13.8,3,0,3,3,0,0,4,1,1,1,0.1,1.1,11,48,3,0.22,0.08,7,4,57.1,0.51,0.29,0.43,0.75,9.3,0
2338,Ibrahim SangarA,ci CIV,MF,Nottham Forest,eng Premier League,26,1997,13,7,590,6.6,0,1,1,0,0,0,3,0,0,0,0.4,0.4,1,27,4,0.15,0.06,1,1,100,0.15,0.15,0,0,32,0
2340,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,23,2001,16,7,754,8.4,1,1,2,1,0,0,0,0,3.5,3.5,0.6,4.1,21,15,67,0.24,0.48,19,7,36.8,2.27,0.84,0.05,0.14,15.1,0
2341,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23,2000,34,34,3043,33.8,0,0,0,0,0,0,3,0,0.9,0.9,1.2,2.1,53,159,46,0,0.06,20,2,10,0.59,0.06,0,0,20.2,0
2342,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29,1994,6,3,235,2.6,3,0,3,3,0,0,0,0,1.5,1.5,0.1,1.6,5,13,17,1.15,0.6,9,4,44.4,3.45,1.53,0.33,0.75,16.6,0
2343,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,32,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0,0.3,0,1,5,0,0.36,3,1,33.3,4.15,1.38,0,0,26,2
2345,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29,1995,10,5,482,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,28,9,0.19,0.07,4,1,25,0.75,0.19,0,0,19.1,0
2347,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20,2004,32,32,2855,31.7,10,3,13,10,0,0,8,0,5.1,5.1,3.3,8.4,29,149,26,0.41,0.27,46,16,34.8,1.45,0.5,0.22,0.63,16.2,0
2349,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1,24,17,43,0,0.22,8,4,50,1.78,0.89,0,0,20.9,0
2350,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32,1992,23,7,814,9,3,2,5,3,0,0,3,0,2.9,2.9,1.8,4.6,15,60,62,0.55,0.51,17,8,47.1,1.88,0.88,0.18,0.38,18.9,2
2352,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23,2001,32,25,1907,21.2,4,1,5,4,0,0,1,0,3.2,3.2,2.1,5.4,31,41,103,0.24,0.25,23,7,30.4,1.09,0.33,0.17,0.57,14.3,0
2353,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,26,1998,38,30,2711,30.1,8,6,14,8,0,0,4,0,10.7,10.7,8.5,19.2,75,85,183,0.46,0.64,59,29,49.2,1.96,0.96,0.14,0.28,13.2,0
2354,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,25,1999,21,15,1385,15.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,54,1,0,0.04,6,1,16.7,0.39,0.06,0,0,16.8,0
2358,TAji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32,1991,31,27,2363,26.3,2,5,7,0,2,2,4,1,3.8,2.3,6.9,9.1,26,183,108,0.19,0.42,45,14,31.1,1.71,0.53,0,0,26.9,13
2359,SAvio,br BRA,"FW,MF",Manchester City,eng Premier League,20,2004,29,21,1766,19.6,1,8,9,1,0,0,3,0,5,5,6.9,11.9,137,67,246,0.46,0.61,55,21,38.2,2.8,1.07,0.02,0.05,17.6,1
2360,NicolA2 Savona,it ITA,DF,Juventus,it Serie A,21,2003,28,19,1724,19.2,2,1,3,2,0,0,5,0,0.5,0.5,1.2,1.7,35,59,44,0.16,0.09,6,4,66.7,0.31,0.21,0.33,0.5,14.8,0
2362,Joe Scally,us USA,DF,Gladbach,de Bundesliga,21,2002,32,30,2578,28.6,0,0,0,0,0,0,6,0,0.4,0.4,1.1,1.5,52,68,69,0,0.05,6,1,16.7,0.21,0.03,0,0,19.7,0
2364,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,1.29,1,1,100,15,15,0,0,9.5,0
2366,Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,20,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0,0,0,0.1,1,1,1,2.65,0.22,1,1,100,2.65,2.65,0,0,13.9,0
2367,Kevin Schade,de GER,FW,Brentford,eng Premier League,22,2001,38,26,2293,25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,0.51,0.47,55,27,49.1,2.16,1.06,0.2,0.41,11.5,0
2368,AndrAs SchAfer,hu HUN,MF,Union Berlin,de Bundesliga,25,1999,26,17,1534,17,1,1,2,1,0,0,3,0,0.6,0.6,0.9,1.5,23,55,42,0.12,0.09,12,1,8.3,0.7,0.06,0.08,1,21.8,0
2369,Fabian SchAr,ch SUI,DF,Newcastle Utd,eng Premier League,32,1991,34,33,2934,32.6,4,0,4,4,0,0,9,1,3.7,3.7,0.4,4.1,18,118,22,0.12,0.13,40,11,27.5,1.23,0.34,0.1,0.36,19.8,5
2370,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28,1996,31,19,1684,18.7,21,0,21,20,1,1,4,0,12.7,11.9,0.6,12.5,7,21,107,1.07,0.71,68,32,47.1,3.63,1.71,0.29,0.63,11.8,0
2371,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30,1994,13,0,247,2.7,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.3,0,3,15,0,0.48,10,2,20,3.64,0.73,0,0,14.4,0
2374,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27,1997,18,15,1297,14.4,3,1,4,3,0,0,4,1,0.8,0.8,0.6,1.4,3,59,2,0.28,0.1,12,4,33.3,0.83,0.28,0.25,0.75,12.7,0
2375,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24,1999,23,23,1982,22,0,4,4,0,0,0,7,2,1.3,1.3,2.1,3.4,37,195,14,0.18,0.15,17,4,23.5,0.77,0.18,0,0,17.2,1
2376,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,31,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0,0.28,4,2,50,3.5,1.75,0,0,17.7,0
2377,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24,2000,32,32,2834,31.5,5,4,9,4,1,1,4,0,4.3,3.5,6.2,9.7,107,279,201,0.25,0.33,47,13,27.7,1.49,0.41,0.09,0.31,18.1,2
2378,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26,1998,9,2,205,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,23,1,0.44,0.34,3,1,33.3,1.32,0.44,0,0,25.3,0
2379,Jan SchAppner,de GER,MF,Heidenheim,de Bundesliga,25,1999,33,32,2681,29.8,4,3,7,4,0,0,8,0,3.9,3.9,3.4,7.3,35,107,48,0.23,0.25,41,13,31.7,1.38,0.44,0.1,0.31,15.9,0
2380,Marvin Schulz,de GER,"MF,DF",Holstein Kiel,de Bundesliga,29,1995,12,3,306,3.4,0,0,0,0,0,0,3,0,0,0,0.7,0.7,5,11,2,0,0.2,3,1,33.3,0.88,0.29,0,0,28.1,0
2382,LAo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,25,1998,25,13,1153,12.8,3,3,6,3,0,0,1,0,2,2,3.7,5.8,70,30,90,0.47,0.45,38,15,39.5,2.97,1.17,0.08,0.2,21.7,4
2383,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20,2003,20,8,755,8.4,0,0,0,0,0,0,3,0,0.7,0.7,0.9,1.6,15,52,33,0,0.19,15,6,40,1.79,0.72,0,0,21.1,1
2386,JArAmy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21,2003,13,1,190,2.1,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,6,3,10,0,0.35,6,2,33.3,2.84,0.95,0,0,15.6,0
2393,NAlson Semedo,pt POR,DF,Wolves,eng Premier League,30,1993,34,32,2886,32.1,0,4,4,0,0,0,8,0,0.9,0.9,2.8,3.7,67,80,119,0.12,0.12,18,7,38.9,0.56,0.22,0,0,23.9,0
2394,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24,2000,37,36,3203,35.6,11,5,16,11,0,0,9,0,10,10,5.8,15.8,140,109,282,0.45,0.44,125,40,32,3.51,1.12,0.09,0.28,17,0
2397,Stefano Sensi,it ITA,MF,Monza,it Serie A,28,1995,12,2,274,3,1,0,1,0,1,1,0,0,0.9,0.2,0.2,0.4,4,38,8,0,0.38,6,1,16.7,1.97,0.33,0,0,30.6,1
2398,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27,1997,22,16,1376,15.3,2,1,3,2,0,0,4,1,1.9,1.9,1,2.9,18,56,35,0.2,0.19,30,8,26.7,1.96,0.52,0.07,0.25,20.9,0
2399,Sergi,es ESP,DF,Leganes,es La Liga,32,1992,36,33,2957,32.9,2,0,2,2,0,0,2,1,1.5,1.5,0.4,1.9,3,77,2,0.06,0.06,13,5,38.5,0.4,0.15,0.15,0.4,10,0
2400,NicolAs Serrano,es ESP,FW,Athletic Club,es La Liga,21,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,4,18,0,0.15,5,1,20,4.02,0.8,0,0,24.6,0
2401,Benjamin A eAko,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21,2003,33,30,2380,26.4,13,5,18,11,2,2,2,1,10,8.4,2.1,10.5,47,46,141,0.61,0.46,66,29,43.9,2.5,1.1,0.17,0.38,17.5,0
2402,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,24,2000,16,7,580,6.4,4,2,6,4,0,0,1,0,1.6,1.6,1.1,2.7,18,22,59,0.93,0.42,14,8,57.1,2.17,1.24,0.29,0.5,12.8,0
2403,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,31,1992,31,12,1098,12.2,3,4,7,3,0,0,2,0,2.7,2.7,1.2,3.9,42,49,77,0.57,0.32,28,12,42.9,2.3,0.98,0.11,0.25,18.8,1
2406,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29,1995,27,11,1097,12.2,4,4,8,4,0,0,1,0,4.7,4.7,1.3,6.1,19,21,62,0.66,0.5,29,13,44.8,2.38,1.07,0.14,0.31,11.9,0
2407,Djibril SidibA,fr FRA,DF,Toulouse,fr Ligue 1,32,1992,28,24,2101,23.3,0,3,3,0,0,0,1,0,0.4,0.4,2.9,3.3,16,121,50,0.13,0.14,5,1,20,0.21,0.04,0,0,12.8,1
2408,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21,2003,27,5,762,8.5,2,2,4,2,0,0,2,0,2.8,2.8,1.1,3.9,28,18,64,0.47,0.47,29,7,24.1,3.43,0.83,0.07,0.29,16.3,0
2410,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28,1995,29,27,2402,26.7,5,1,6,3,2,2,4,0,4.2,2.7,3.6,6.3,15,147,27,0.15,0.29,30,7,23.3,1.12,0.26,0.1,0.43,20.6,2
2411,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24,2000,16,14,1182,13.1,0,0,0,0,0,0,4,0,0.6,0.6,0.5,1.1,8,31,12,0,0.08,4,2,50,0.3,0.15,0,0,8.6,0
2413,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22,2002,21,8,801,8.9,2,0,2,2,0,0,2,0,0.5,0.5,0.7,1.1,11,29,34,0.22,0.13,7,2,28.6,0.79,0.22,0.29,1,20.2,0
2415,AndrA Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,28,1995,8,0,132,1.5,1,2,3,0,1,1,0,0,1.3,0.5,0.6,1.1,6,4,11,1.36,1.28,7,2,28.6,4.77,1.36,0,0,21.1,1
2416,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,29,1994,33,29,2670,29.7,4,4,8,4,0,0,7,0,3.9,3.9,5.1,9,101,134,200,0.27,0.3,32,11,34.4,1.08,0.37,0.13,0.36,12.4,0
2417,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27,1997,27,21,1929,21.4,0,6,6,0,0,0,3,0,0.2,0.2,5,5.2,57,102,142,0.28,0.24,4,1,25,0.19,0.05,0,0,22.3,2
2418,FAbio Silva,pt POR,FW,Las Palmas,es La Liga,22,2002,24,22,1866,20.7,10,3,13,8,2,3,7,0,8.8,6.4,2,8.4,30,26,119,0.53,0.52,46,20,43.5,2.22,0.96,0.17,0.4,14.8,0
2419,Jota Silva,pt POR,"FW,MF",Nottham Forest,eng Premier League,24,1999,31,5,854,9.5,3,1,4,3,0,0,5,0,2.1,2.1,2.9,5,21,18,59,0.42,0.53,23,7,30.4,2.42,0.74,0.13,0.43,14.5,0
2423,Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23,2001,27,14,1238,13.8,7,2,9,7,0,0,2,0,5.9,5.9,1,6.9,36,24,92,0.65,0.5,37,18,48.6,2.69,1.31,0.19,0.39,13.1,0
2425,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29,1995,30,1,419,4.7,1,1,2,1,0,0,1,0,2.6,2.6,0.8,3.4,11,7,30,0.43,0.73,13,3,23.1,2.79,0.64,0.08,0.33,16,0
2426,Giuliano Simeone,ar ARG,MF,Atletico Madrid,es La Liga,21,2002,33,26,1926,21.4,2,6,8,2,0,0,4,0,2.2,2.2,5.2,7.4,69,49,189,0.37,0.35,22,7,31.8,1.03,0.33,0.09,0.29,14.5,0
2427,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29,1995,32,31,2609,29,8,10,18,4,4,4,2,0,5.8,2.7,6.7,9.4,147,59,222,0.48,0.43,40,13,32.5,1.38,0.45,0.1,0.31,19.6,2
2429,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21,2003,25,25,2150,23.9,10,6,16,10,0,0,5,0,5.1,5.1,6.3,11.4,85,140,185,0.67,0.48,50,23,46,2.09,0.96,0.2,0.43,19.4,4
2431,Danel Sinani,lu LUX,"FW,MF",St Pauli,de Bundesliga,27,1997,26,14,1250,13.9,2,2,4,2,0,0,3,0,1.7,1.7,3,4.6,16,60,64,0.29,0.33,35,12,34.3,2.52,0.86,0.06,0.17,21.5,3
2432,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,24,1999,34,25,2299,25.5,5,8,13,4,1,1,5,0,6.5,5.7,5.5,11.3,53,62,193,0.47,0.47,60,16,26.7,2.35,0.63,0.07,0.25,16.1,0
2433,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,23,2000,27,23,2096,23.3,1,2,3,1,0,0,4,0,1.9,1.9,1.5,3.4,35,118,27,0.13,0.14,17,5,29.4,0.73,0.21,0.06,0.2,10.8,0
2434,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25,1999,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,1.4,2.6,19,6,38,0.76,1,13,6,46.2,4.96,2.29,0.08,0.17,14.8,0
2437,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,28,1995,13,6,614,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0,0.2,10,43,3,0,0.02,4,2,50,0.59,0.29,0,0,16.5,0
2439,Ibrahim Sissoko,ml MLI,FW,Saint-Atienne,fr Ligue 1,28,1995,20,8,819,9.1,3,1,4,2,1,1,1,0,4.3,3.5,0.6,4.1,14,12,36,0.33,0.54,21,4,19,2.31,0.44,0.1,0.5,14.6,0
2440,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,26,1997,32,30,2610,29,2,1,3,2,0,0,11,1,1.7,1.7,1.6,3.3,35,105,69,0.1,0.11,25,8,32,0.86,0.28,0.08,0.25,17.9,0
2443,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,27,1996,33,11,1164,12.9,0,2,2,0,0,0,1,0,2.1,2.1,1.2,3.3,26,25,96,0.15,0.25,20,9,45,1.55,0.7,0,0,18.5,0
2444,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29,1995,30,26,2231,24.8,1,2,3,1,0,0,6,0,1.4,1.4,1.4,2.8,17,105,27,0.12,0.11,13,2,15.4,0.52,0.08,0.08,0.5,16.8,0
2445,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,23,2000,24,10,1129,12.5,0,0,0,0,0,0,8,0,0.4,0.4,0.3,0.6,16,35,19,0,0.05,5,1,20,0.4,0.08,0,0,19.4,0
2446,Leo Skiri AstigArd,no NOR,DF,Rennes,fr Ligue 1,24,1999,16,14,1227,13.6,1,0,1,1,0,0,4,0,0.7,0.7,0.2,0.9,3,50,1,0.07,0.07,6,2,33.3,0.44,0.15,0.17,0.5,8.8,0
2449,Andreas Skov Olsen,dk DEN,"FW,MF",Wolfsburg,de Bundesliga,24,1999,12,4,535,5.9,1,1,2,1,0,0,0,0,0.8,0.8,1.9,2.7,22,22,48,0.34,0.46,7,1,14.3,1.18,0.17,0.14,1,14.2,0
2450,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28,1996,15,11,852,9.5,2,2,4,1,1,1,1,0,1.7,0.9,2.4,3.3,25,36,45,0.32,0.43,16,5,31.3,1.69,0.53,0.06,0.2,22.4,2
2452,Steven Skrzybski,de GER,"MF,FW",Holstein Kiel,de Bundesliga,31,1992,24,15,1323,14.7,6,3,9,5,1,1,0,0,3.5,2.7,2.9,5.6,17,64,71,0.54,0.44,32,12,37.5,2.18,0.82,0.16,0.42,20.2,0
2454,William Smallbone,ie IRL,MF,Southampton,eng Premier League,24,2000,18,6,690,7.7,1,0,1,1,0,0,1,0,0.6,0.6,0.7,1.3,5,27,25,0.13,0.17,7,1,14.3,0.91,0.13,0.14,1,17.6,1
2456,Eric Smith,se SWE,"DF,MF",St Pauli,de Bundesliga,27,1997,32,32,2827,31.4,1,1,2,1,0,0,7,0,1.4,1.4,1.5,2.9,16,118,11,0.06,0.09,24,9,37.5,0.76,0.29,0.04,0.11,25,11
2458,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24,2000,34,25,2043,22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6,53,126,127,0.4,0.26,37,11,29.7,1.63,0.48,0.16,0.55,16,0
2459,Ivan SmolAiA,hr CRO,DF,Como,it Serie A,23,2000,9,7,630,7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,3,23,9,0,0.08,7,3,42.9,1,0.43,0,0,11.8,0
2461,Simon Sohm,ch SUI,MF,Parma,it Serie A,23,2001,37,36,2989,33.2,4,0,4,4,0,0,6,0,3.1,3.1,2.1,5.2,69,140,67,0.12,0.16,34,13,38.2,1.02,0.39,0.12,0.31,18.8,0
2462,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25,1999,19,13,1029,11.4,0,1,1,0,0,0,4,0,1,1,0.7,1.6,24,23,61,0.09,0.14,15,2,13.3,1.31,0.17,0,0,18.6,0
2464,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,26,1997,27,25,2201,24.5,9,3,12,8,1,1,0,0,10.9,10.1,2.9,13.1,31,47,88,0.45,0.57,59,24,40.7,2.41,0.98,0.14,0.33,12.4,0
2465,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,25,1998,21,8,760,8.4,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,18,20,32,0,0.14,4,3,75,0.47,0.36,0,0,12.7,0
2466,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,27,1997,31,14,1409,15.7,1,1,2,1,0,0,6,0,1.8,1.8,1.4,3.2,17,56,37,0.13,0.21,25,8,32,1.6,0.51,0.04,0.13,19,1
2468,Oumar Solet,fr FRA,DF,Udinese,it Serie A,24,2000,19,19,1672,18.6,1,2,3,1,0,0,3,1,0.8,0.8,1.2,2,20,65,6,0.16,0.11,12,7,58.3,0.65,0.38,0.08,0.14,21.5,1
2469,Jhon Solis,co COL,MF,Girona,es La Liga,19,2004,19,3,535,5.9,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.7,9,29,15,0.17,0.12,4,1,25,0.67,0.17,0.25,1,16,0
2474,Borna Sosa,hr CRO,DF,Torino,it Serie A,26,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1,13,51,49,0,0.07,4,1,25,0.3,0.08,0,0,20.2,0
2475,RamA3n Sosa,py PAR,"FW,MF",Nottham Forest,eng Premier League,24,1999,19,1,295,3.3,1,0,1,1,0,0,1,0,1,1,0.5,1.5,12,6,17,0.31,0.45,11,5,45.5,3.36,1.53,0.09,0.2,18.6,0
2477,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,33,1990,31,22,1794,19.9,1,1,2,1,0,0,2,1,4.6,4.6,1.5,6.1,44,105,170,0.1,0.31,47,18,38.3,2.36,0.9,0.02,0.06,14.7,0
2478,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.22,0.19,22,6,27.3,2.38,0.65,0.05,0.17,19.7,1
2480,TomAA SouAek,cz CZE,MF,West Ham,eng Premier League,29,1995,35,30,2567,28.5,9,1,10,9,0,0,8,0,6.7,6.7,1,7.8,9,74,68,0.35,0.27,55,17,30.9,1.93,0.6,0.16,0.53,11.9,0
2481,MatAas SoulA,ar ARG,"MF,DF",Roma,it Serie A,21,2003,27,22,1781,19.8,5,5,10,5,0,0,3,0,3,3,5.2,8.3,84,89,191,0.51,0.42,42,13,31,2.12,0.66,0.12,0.38,21.1,1
2483,Issa SoumarA,sn SEN,"FW,MF",Le Havre,fr Ligue 1,23,2000,29,21,1902,21.1,5,4,9,5,0,0,0,0,3.8,3.8,3.1,6.9,61,45,144,0.43,0.33,43,19,44.2,2.03,0.9,0.12,0.26,16.5,2
2484,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,27,1997,30,24,2062,22.9,2,1,3,2,0,0,5,0,2.4,2.4,1.6,4,23,100,50,0.13,0.18,22,6,27.3,0.96,0.26,0.09,0.33,18.6,0
